"","geneID","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"3615","LARP4B",3.37965508880323e-30,-0.49138362168223,0.19,0.264,8.19904324543663e-26
"3616","SH3GLB2",3.46586328612798e-30,-0.512438237703433,0.187,0.26,8.40818433214648e-26
"3617","SPP1",3.49906585506108e-30,-0.717080806945169,0.183,0.234,8.48873376437818e-26
"3618","PLPP2",3.56136663125838e-30,-0.380403341566805,0.347,0.425,8.63987544743283e-26
"3619","SLC25A10",3.56714253784812e-30,-0.668651612159433,0.095,0.152,8.65388779681955e-26
"3620","FAM174A",3.60854226688306e-30,-0.404140399898768,0.232,0.307,8.75432353945831e-26
"3621","AGA",3.67917172001565e-30,-0.41542069948119,0.202,0.276,8.92567059275796e-26
"3622","PSMD6",3.72076444769824e-30,-0.272850059197365,0.397,0.482,9.02657455011592e-26
"3623","NDN",3.81419110648225e-30,-0.667515079700231,0.129,0.177,9.25322762432593e-26
"3624","MED8",3.88507345970122e-30,-0.399355840743808,0.247,0.327,9.42518821323515e-26
"3625","ABHD17A",3.97458731553049e-30,-0.453124470555205,0.243,0.321,9.64234882747697e-26
"3626","FAM136A",4.00998157673003e-30,-0.408243119854398,0.27,0.35,9.72821530514704e-26
"3627","DHX40",4.04516181740072e-30,-0.454993795072404,0.226,0.304,9.81356256901415e-26
"3628","PGM3",4.05004183979069e-30,-0.479327037280129,0.197,0.271,9.82540150333222e-26
"3629","LCOR",4.09407643713533e-30,-0.400103892363425,0.297,0.378,9.93222943649031e-26
"3630","MARVELD3",4.51645017674574e-30,-0.649893194039093,0.12,0.184,1.09569081287852e-25
"3631","IFNAR1",4.66053174184407e-30,-0.337876621869968,0.367,0.452,1.13064500057137e-25
"3632","NMT1",4.703586945787e-30,-0.426368129620492,0.269,0.349,1.14109019304793e-25
"3633","ALG5",4.72626463173768e-30,-0.334480186035646,0.287,0.368,1.14659179965956e-25
"3634","SPAG16",4.78938711003471e-30,-0.496895181972523,0.209,0.282,1.16190531289442e-25
"3635","VKORC1L1",4.83020496424931e-30,-0.482923450531628,0.183,0.257,1.17180772432688e-25
"3636","DPM2",4.87759116673513e-30,-0.434140073410145,0.219,0.296,1.18330361704994e-25
"3637","ABCC3",4.92637237411037e-30,-0.5178510002369,0.182,0.255,1.19513793795917e-25
"3638","GNPAT",5.19491921551967e-30,-0.499324343384441,0.174,0.245,1.26028740168507e-25
"3639","DVL3",5.20234835623177e-30,-0.524765795440082,0.175,0.247,1.26208971122183e-25
"3640","PSME4",5.232116636831e-30,-0.402051190151607,0.309,0.39,1.2693114960952e-25
"3641","YEATS4",5.30083790523576e-30,-0.485227063398401,0.201,0.276,1.2859832758102e-25
"3642","DIMT1",5.54738147531218e-30,-0.482098229452422,0.207,0.282,1.34579474591073e-25
"3643","AARS",5.59346933416939e-30,-0.364702903568077,0.237,0.315,1.35697566046949e-25
"3644","LTBP3",5.63655785481015e-30,-0.319803922648017,0.365,0.45,1.36742893557694e-25
"3645","ACOT13",5.6941467946438e-30,-0.270335507056352,0.334,0.416,1.38140001238059e-25
"3646","BOC",5.69842994234782e-30,-0.698274232202316,0.116,0.167,1.38243910401358e-25
"3647","ZNRF3",5.74339622787685e-30,-0.84370004900543,0.068,0.119,1.39334792488292e-25
"3648","QPCT",5.76701667545383e-30,-0.728338983742942,0.088,0.144,1.3990782454651e-25
"3649","TOPORS",5.98555603333494e-30,-0.495242973694519,0.24,0.311,1.45209589368706e-25
"3650","NSFL1C",6.05003688878813e-30,-0.309449825208396,0.316,0.399,1.46773894922e-25
"3651","APOD",6.07328755745401e-30,-1.09687026701819,0.153,0.203,1.47337956143834e-25
"3652","ITSN2",6.10348926260001e-30,-0.435007971054736,0.247,0.326,1.48070649510676e-25
