"","geneID","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"2439","EMP3",3.14391428288673e-21,-0.277567442075646,0.355,0.426,7.47339864185005e-17
"2440","ABI2",3.17714973658588e-21,-0.205058508874361,0.535,0.615,7.55240263883829e-17
"2441","FUCA2",3.20660289015984e-21,-0.157442484787352,0.362,0.42,7.62241573019896e-17
"2442","FAM120AOS",3.22844472746562e-21,-0.221768833015239,0.411,0.485,7.67433596165851e-17
"2443","PEX7",3.32164935521199e-21,-0.348503858218176,0.17,0.225,7.89589268227442e-17
"2444","CYB5R3",3.32372548458039e-21,-0.332497150499875,0.406,0.468,7.90082784939606e-17
"2445","CLN3",3.32419963198408e-21,-0.263916167062136,0.253,0.315,7.90195494518935e-17
"2446","SLCO3A1",3.32863912014789e-21,-0.567543974544002,0.149,0.208,7.91250805250354e-17
"2447","FBXO21",3.34832995486143e-21,-0.222819275124838,0.422,0.494,7.95931513570111e-17
"2448","SDHAF2",3.35763403004954e-21,-0.254755619290512,0.262,0.329,7.98143185283075e-17
"2449","TNFAIP3",3.36357291270443e-21,-0.644178300781306,0.112,0.166,7.9955491707897e-17
"2450","CHMP1A",3.41507588651685e-21,-0.362228889683891,0.223,0.292,8.11797688983921e-17
"2451","SIL1",3.47676512921051e-21,-0.12642942358926,0.383,0.445,8.26461838864631e-17
"2452","RRBP1",3.55342263057428e-21,-0.128107225606689,0.822,0.876,8.44684093513811e-17
"2453","WDR61",3.61684907908708e-21,-0.211677255985274,0.38,0.45,8.5976119458979e-17
"2454","HNRNPLL",3.64214471959033e-21,-0.503905643117518,0.169,0.232,8.65774221293818e-17
"2455","NOP56",3.64831765506944e-21,-0.273212419338564,0.506,0.577,8.67241589786556e-17
"2456","USP19",3.67614202181249e-21,-0.711059503940823,0.076,0.124,8.73855720005048e-17
"2457","UBE2S",3.68021209054528e-21,-0.342163170980105,0.54,0.615,8.74823216043519e-17
"2458","KMT5A",3.691710093551e-21,-0.289054002369629,0.368,0.443,8.77556406338009e-17
"2459","BAZ2A",3.76265250888811e-21,-0.222077590463886,0.414,0.486,8.94420127887792e-17
"2460","CMYA5",3.86359278806389e-21,-0.382483263742308,0.397,0.446,9.18414641650667e-17
